,Unnamed: 0,pokedex_no,name,type1,type2,moves,hp,attack,defense,special-attack,special-defense,speed
24,0,176,togetic,fairy,flying,"[['pound', 'normal'], ['mega-punch', 'normal'], ['fly', 'flying'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['flamethrower', 'fire'], ['hyper-beam', 'normal'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['solar-beam', 'grass'], ['thunder-wave', 'electric'], ['toxic', 'poison'], ['psychic', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['metronome', 'normal'], ['fire-blast', 'fire'], ['swift', 'normal'], ['soft-boiled', 'normal'], ['dream-eater', 'psychic'], ['sky-attack', 'flying'], ['flash', 'normal'], ['rest', 'psychic'], ['tri-attack', 'normal'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['sweet-kiss', 'fairy'], ['mud-slap', 'ground'], ['zap-cannon', 'electric'], ['detect', 'fighting'], ['endure', 'normal'], ['charm', 'fairy'], ['rollout', 'rock'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['baton-pass', 'normal'], ['encore', 'normal'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['ancient-power', 'rock'], ['shadow-ball', 'ghost'], ['future-sight', 'psychic'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['follow-me', 'normal'], ['helping-hand', 'normal'], ['trick', 'psychic'], ['wish', 'normal'], ['magic-coat', 'psychic'], ['brick-break', 'fighting'], ['yawn', 'normal'], ['endeavor', 'normal'], ['imprison', 'psychic'], ['secret-power', 'normal'], ['hyper-voice', 'normal'], ['air-cutter', 'flying'], ['silver-wind', 'bug'], ['signal-beam', 'bug'], ['extrasensory', 'psychic'], ['aerial-ace', 'flying'], ['covet', 'normal'], ['magical-leaf', 'grass'], ['calm-mind', 'psychic'], ['shock-wave', 'electric'], ['water-pulse', 'water'], ['roost', 'flying'], ['natural-gift', 'normal'], ['tailwind', 'flying'], ['fling', 'dark'], ['last-resort', 'normal'], ['air-slash', 'flying'], ['drain-punch', 'fighting'], ['giga-impact', 'normal'], ['nasty-plot', 'dark'], ['zen-headbutt', 'psychic'], ['defog', 'flying'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['ominous-wind', 'ghost'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['after-you', 'normal'], ['round', 'normal'], ['echoed-voice', 'normal'], ['stored-power', 'psychic'], ['incinerate', 'fire'], ['retaliate', 'normal'], ['bestow', 'normal'], ['work-up', 'normal'], ['draining-kiss', 'fairy'], ['play-rough', 'fairy'], ['fairy-wind', 'fairy'], ['moonblast', 'fairy'], ['confide', 'normal'], ['mystical-fire', 'fire'], ['dazzling-gleam', 'fairy'], ['baby-doll-eyes', 'fairy'], ['smart-strike', 'steel'], ['life-dew', 'water'], ['dual-wingbeat', 'flying']]",55,40,85,80,105,40
25,1,177,natu,psychic,flying,"[['double-edge', 'normal'], ['leer', 'normal'], ['peck', 'flying'], ['drill-peck', 'flying'], ['solar-beam', 'grass'], ['thunder-wave', 'electric'], ['toxic', 'poison'], ['psychic', 'psychic'], ['quick-attack', 'normal'], ['teleport', 'psychic'], ['night-shade', 'ghost'], ['mimic', 'normal'], ['double-team', 'normal'], ['confuse-ray', 'ghost'], ['light-screen', 'psychic'], ['haze', 'ice'], ['reflect', 'psychic'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['sky-attack', 'flying'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['feint-attack', 'dark'], ['detect', 'fighting'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pain-split', 'normal'], ['baton-pass', 'normal'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['future-sight', 'psychic'], ['heat-wave', 'fire'], ['facade', 'normal'], ['trick', 'psychic'], ['wish', 'normal'], ['magic-coat', 'psychic'], ['skill-swap', 'psychic'], ['imprison', 'psychic'], ['refresh', 'normal'], ['secret-power', 'normal'], ['feather-dance', 'flying'], ['air-cutter', 'flying'], ['silver-wind', 'bug'], ['cosmic-power', 'psychic'], ['signal-beam', 'bug'], ['aerial-ace', 'flying'], ['calm-mind', 'psychic'], ['roost', 'flying'], ['miracle-eye', 'psychic'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['psycho-shift', 'psychic'], ['lucky-chant', 'normal'], ['me-first', 'normal'], ['power-swap', 'psychic'], ['guard-swap', 'psychic'], ['sucker-punch', 'dark'], ['air-slash', 'flying'], ['zen-headbutt', 'psychic'], ['trick-room', 'psychic'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['ominous-wind', 'ghost'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['magic-room', 'psychic'], ['synchronoise', 'psychic'], ['simple-beam', 'normal'], ['round', 'normal'], ['stored-power', 'psychic'], ['ally-switch', 'psychic'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['expanding-force', 'psychic'], ['dual-wingbeat', 'flying']]",40,50,45,70,45,70
26,2,178,xatu,psychic,flying,"[['fly', 'flying'], ['double-edge', 'normal'], ['leer', 'normal'], ['hyper-beam', 'normal'], ['peck', 'flying'], ['solar-beam', 'grass'], ['thunder-wave', 'electric'], ['toxic', 'poison'], ['psychic', 'psychic'], ['teleport', 'psychic'], ['night-shade', 'ghost'], ['mimic', 'normal'], ['double-team', 'normal'], ['confuse-ray', 'ghost'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['sky-attack', 'flying'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['detect', 'fighting'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['pain-split', 'normal'], ['baton-pass', 'normal'], ['hidden-power', 'normal'], ['twister', 'dragon'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['future-sight', 'psychic'], ['heat-wave', 'fire'], ['facade', 'normal'], ['trick', 'psychic'], ['wish', 'normal'], ['magic-coat', 'psychic'], ['skill-swap', 'psychic'], ['imprison', 'psychic'], ['secret-power', 'normal'], ['air-cutter', 'flying'], ['silver-wind', 'bug'], ['cosmic-power', 'psychic'], ['signal-beam', 'bug'], ['aerial-ace', 'flying'], ['calm-mind', 'psychic'], ['roost', 'flying'], ['miracle-eye', 'psychic'], ['natural-gift', 'normal'], ['pluck', 'flying'], ['tailwind', 'flying'], ['u-turn', 'bug'], ['psycho-shift', 'psychic'], ['lucky-chant', 'normal'], ['me-first', 'normal'], ['power-swap', 'psychic'], ['guard-swap', 'psychic'], ['sucker-punch', 'dark'], ['air-slash', 'flying'], ['giga-impact', 'normal'], ['zen-headbutt', 'psychic'], ['defog', 'flying'], ['trick-room', 'psychic'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['ominous-wind', 'ghost'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['magic-room', 'psychic'], ['foul-play', 'dark'], ['round', 'normal'], ['stored-power', 'psychic'], ['ally-switch', 'psychic'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['laser-focus', 'normal'], ['expanding-force', 'psychic'], ['dual-wingbeat', 'flying']]",65,75,70,95,70,95
27,3,179,mareep,electric,,"[['sand-attack', 'ground'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['thunder-shock', 'electric'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['dig', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['confuse-ray', 'ghost'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['swift', 'normal'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['cotton-spore', 'grass'], ['protect', 'normal'], ['zap-cannon', 'electric'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['flatter', 'dark'], ['facade', 'normal'], ['charge', 'electric'], ['helping-hand', 'normal'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['odor-sleuth', 'normal'], ['signal-beam', 'bug'], ['shock-wave', 'electric'], ['natural-gift', 'normal'], ['magnet-rise', 'electric'], ['power-gem', 'rock'], ['discharge', 'electric'], ['captivate', 'normal'], ['charge-beam', 'electric'], ['electro-ball', 'electric'], ['after-you', 'normal'], ['round', 'normal'], ['echoed-voice', 'normal'], ['volt-switch', 'electric'], ['electroweb', 'electric'], ['wild-charge', 'electric'], ['cotton-guard', 'grass'], ['confide', 'normal'], ['eerie-impulse', 'electric'], ['electric-terrain', 'electric'], ['dazzling-gleam', 'fairy'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",55,40,40,65,45,35
28,4,180,flaaffy,electric,,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['roar', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['thunder-shock', 'electric'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['dig', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['confuse-ray', 'ghost'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['swift', 'normal'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['cotton-spore', 'grass'], ['protect', 'normal'], ['zap-cannon', 'electric'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['dynamic-punch', 'fighting'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['charge', 'electric'], ['helping-hand', 'normal'], ['brick-break', 'fighting'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['signal-beam', 'bug'], ['shock-wave', 'electric'], ['natural-gift', 'normal'], ['fling', 'dark'], ['magnet-rise', 'electric'], ['power-gem', 'rock'], ['discharge', 'electric'], ['captivate', 'normal'], ['charge-beam', 'electric'], ['electro-ball', 'electric'], ['after-you', 'normal'], ['round', 'normal'], ['echoed-voice', 'normal'], ['volt-switch', 'electric'], ['electroweb', 'electric'], ['wild-charge', 'electric'], ['cotton-guard', 'grass'], ['confide', 'normal'], ['eerie-impulse', 'electric'], ['electric-terrain', 'electric'], ['dazzling-gleam', 'fairy'], ['power-up-punch', 'fighting'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",70,55,55,80,60,45
29,5,181,ampharos,electric,,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['growl', 'normal'], ['roar', 'normal'], ['hyper-beam', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['thunder-shock', 'electric'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['dig', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['confuse-ray', 'ghost'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['swift', 'normal'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['cotton-spore', 'grass'], ['protect', 'normal'], ['zap-cannon', 'electric'], ['outrage', 'dragon'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['heal-bell', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['dynamic-punch', 'fighting'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['charge', 'electric'], ['helping-hand', 'normal'], ['brick-break', 'fighting'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['signal-beam', 'bug'], ['shock-wave', 'electric'], ['natural-gift', 'normal'], ['fling', 'dark'], ['magnet-rise', 'electric'], ['dragon-pulse', 'dragon'], ['power-gem', 'rock'], ['focus-blast', 'fighting'], ['giga-impact', 'normal'], ['rock-climb', 'normal'], ['discharge', 'electric'], ['captivate', 'normal'], ['charge-beam', 'electric'], ['electro-ball', 'electric'], ['after-you', 'normal'], ['round', 'normal'], ['echoed-voice', 'normal'], ['volt-switch', 'electric'], ['bulldoze', 'ground'], ['dragon-tail', 'dragon'], ['electroweb', 'electric'], ['wild-charge', 'electric'], ['cotton-guard', 'grass'], ['ion-deluge', 'electric'], ['confide', 'normal'], ['eerie-impulse', 'electric'], ['magnetic-flux', 'electric'], ['electric-terrain', 'electric'], ['dazzling-gleam', 'fairy'], ['power-up-punch', 'fighting'], ['laser-focus', 'normal'], ['brutal-swing', 'dark'], ['stomping-tantrum', 'ground'], ['breaking-swipe', 'dragon'], ['meteor-beam', 'rock'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['dragon-cheer', 'dragon'], ['supercell-slam', 'electric']]",90,75,85,115,90,55
30,6,182,bellossom,grass,,"[['swords-dance', 'normal'], ['cut', 'normal'], ['double-edge', 'normal'], ['acid', 'poison'], ['hyper-beam', 'normal'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['growth', 'normal'], ['razor-leaf', 'grass'], ['solar-beam', 'grass'], ['poison-powder', 'poison'], ['stun-spore', 'grass'], ['sleep-powder', 'grass'], ['petal-dance', 'grass'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['protect', 'normal'], ['sludge-bomb', 'poison'], ['giga-drain', 'grass'], ['endure', 'normal'], ['charm', 'fairy'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['baton-pass', 'normal'], ['encore', 'normal'], ['sweet-scent', 'normal'], ['synthesis', 'grass'], ['moonlight', 'fairy'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['uproar', 'normal'], ['facade', 'normal'], ['nature-power', 'normal'], ['helping-hand', 'normal'], ['ingrain', 'grass'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['teeter-dance', 'normal'], ['weather-ball', 'normal'], ['tickle', 'normal'], ['bullet-seed', 'grass'], ['magical-leaf', 'grass'], ['leaf-blade', 'grass'], ['natural-gift', 'normal'], ['fling', 'dark'], ['gastro-acid', 'poison'], ['worry-seed', 'grass'], ['seed-bomb', 'grass'], ['drain-punch', 'fighting'], ['energy-ball', 'grass'], ['giga-impact', 'normal'], ['leaf-storm', 'grass'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['venoshock', 'poison'], ['quiver-dance', 'bug'], ['acid-spray', 'poison'], ['after-you', 'normal'], ['round', 'normal'], ['petal-blizzard', 'grass'], ['grassy-terrain', 'grass'], ['play-rough', 'fairy'], ['moonblast', 'fairy'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['infestation', 'bug'], ['strength-sap', 'grass'], ['solar-blade', 'grass'], ['laser-focus', 'normal'], ['pollen-puff', 'bug'], ['grassy-glide', 'grass'], ['triple-axel', 'ice'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",75,80,95,90,100,50
31,7,183,marill,water,fairy,"[['mega-punch', 'normal'], ['ice-punch', 'ice'], ['slam', 'normal'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['sing', 'normal'], ['supersonic', 'normal'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['dig', 'ground'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['metronome', 'normal'], ['waterfall', 'water'], ['swift', 'normal'], ['amnesia', 'psychic'], ['bubble', 'water'], ['splash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['belly-drum', 'normal'], ['mud-slap', 'ground'], ['foresight', 'normal'], ['perish-song', 'normal'], ['icy-wind', 'ice'], ['endure', 'normal'], ['charm', 'fairy'], ['rollout', 'rock'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['present', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['encore', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['future-sight', 'psychic'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['uproar', 'normal'], ['hail', 'ice'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['helping-hand', 'normal'], ['superpower', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['refresh', 'normal'], ['secret-power', 'normal'], ['dive', 'water'], ['camouflage', 'normal'], ['hyper-voice', 'normal'], ['fake-tears', 'dark'], ['tickle', 'normal'], ['muddy-water', 'water'], ['bounce', 'flying'], ['mud-shot', 'ground'], ['covet', 'normal'], ['water-sport', 'water'], ['water-pulse', 'water'], ['natural-gift', 'normal'], ['fling', 'dark'], ['copycat', 'normal'], ['aqua-ring', 'water'], ['aqua-tail', 'water'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['aqua-jet', 'water'], ['soak', 'water'], ['round', 'normal'], ['scald', 'water'], ['bulldoze', 'ground'], ['work-up', 'normal'], ['disarming-voice', 'fairy'], ['draining-kiss', 'fairy'], ['misty-terrain', 'fairy'], ['play-rough', 'fairy'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['brutal-swing', 'dark'], ['liquidation', 'water'], ['steel-roller', 'steel'], ['misty-explosion', 'fairy'], ['tera-blast', 'normal'], ['ice-spinner', 'ice'], ['snowscape', 'ice'], ['trailblaze', 'grass'], ['chilling-water', 'water'], ['alluring-voice', 'fairy']]",70,20,50,20,50,40
32,8,184,azumarill,water,fairy,"[['mega-punch', 'normal'], ['ice-punch', 'ice'], ['slam', 'normal'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['hyper-beam', 'normal'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['dig', 'ground'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['defense-curl', 'normal'], ['light-screen', 'psychic'], ['metronome', 'normal'], ['waterfall', 'water'], ['swift', 'normal'], ['amnesia', 'psychic'], ['bubble', 'water'], ['splash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['charm', 'fairy'], ['rollout', 'rock'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['encore', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['future-sight', 'psychic'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['uproar', 'normal'], ['hail', 'ice'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['helping-hand', 'normal'], ['superpower', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['secret-power', 'normal'], ['dive', 'water'], ['hyper-voice', 'normal'], ['fake-tears', 'dark'], ['muddy-water', 'water'], ['bounce', 'flying'], ['mud-shot', 'ground'], ['covet', 'normal'], ['water-sport', 'water'], ['water-pulse', 'water'], ['natural-gift', 'normal'], ['fling', 'dark'], ['aqua-ring', 'water'], ['aqua-tail', 'water'], ['focus-blast', 'fighting'], ['giga-impact', 'normal'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['round', 'normal'], ['scald', 'water'], ['bulldoze', 'ground'], ['work-up', 'normal'], ['disarming-voice', 'fairy'], ['draining-kiss', 'fairy'], ['misty-terrain', 'fairy'], ['play-rough', 'fairy'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['brutal-swing', 'dark'], ['liquidation', 'water'], ['steel-roller', 'steel'], ['misty-explosion', 'fairy'], ['tera-blast', 'normal'], ['ice-spinner', 'ice'], ['snowscape', 'ice'], ['trailblaze', 'grass'], ['chilling-water', 'water'], ['alluring-voice', 'fairy']]",100,50,80,60,80,50
33,9,185,sudowoodo,rock,,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['slam', 'normal'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['hyper-beam', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['rock-throw', 'rock'], ['earthquake', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['mimic', 'normal'], ['double-team', 'normal'], ['harden', 'normal'], ['defense-curl', 'normal'], ['self-destruct', 'normal'], ['explosion', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['protect', 'normal'], ['feint-attack', 'dark'], ['mud-slap', 'ground'], ['spikes', 'ground'], ['sandstorm', 'rock'], ['endure', 'normal'], ['rollout', 'rock'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['torment', 'dark'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['nature-power', 'normal'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['role-play', 'psychic'], ['brick-break', 'fighting'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['fake-tears', 'dark'], ['rock-tomb', 'rock'], ['sand-tomb', 'ground'], ['iron-defense', 'steel'], ['block', 'normal'], ['mud-shot', 'ground'], ['covet', 'normal'], ['calm-mind', 'psychic'], ['rock-blast', 'rock'], ['hammer-arm', 'fighting'], ['natural-gift', 'normal'], ['fling', 'dark'], ['copycat', 'normal'], ['sucker-punch', 'dark'], ['rock-polish', 'rock'], ['power-gem', 'rock'], ['drain-punch', 'fighting'], ['earth-power', 'ground'], ['giga-impact', 'normal'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['stealth-rock', 'rock'], ['grass-knot', 'grass'], ['wood-hammer', 'grass'], ['head-smash', 'rock'], ['smack-down', 'rock'], ['low-sweep', 'fighting'], ['foul-play', 'dark'], ['after-you', 'normal'], ['round', 'normal'], ['bulldoze', 'ground'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['high-horsepower', 'ground'], ['stomping-tantrum', 'ground'], ['tearful-look', 'normal'], ['body-press', 'fighting'], ['meteor-beam', 'rock'], ['tera-blast', 'normal'], ['trailblaze', 'grass']]",70,100,115,30,65,30
